Gene Symbol	Monocytes C	NK	T CD8 Memory	T CD4 Naive	T CD8 Naive	B Naive	T CD4 Memory	MAIT	T gd Vd2	Neutrophils LD	T gd non-Vd2	Basophils LD	Monocytes NC+I	B Memory	mDCs	pDCs	Plasmablasts
GOLM1	31.26919325	25.88386346	8.040981128	4.504199344	4.386048014	4.203030656	5.660487159	2.74356182	7.190599037	1.488888834	12.27243736	2.944253305	30.87881243	5.34143763	30.51105962	5.000768098	11.54433399
AC092566.1	0	70.32740268	16.82558124	0	0	0	6.158953068	0	0	0	7.409790208	0	0	0	0	0	0
LGR6	0	71.52933601	37.44427534	2.021222647	0.155829364	0.65346765	8.110457646	2.576169685	31.75944693	0.061157376	78.27332701	0	0.787956677	0.896635978	0.402631892	3.148638795	0
PTGDR	0.080150536	153.047111	56.74660617	0.506477194	0.351657306	2.042832495	12.57607438	31.00858771	36.92471802	0.085907739	86.73304749	0.507746097	3.048359175	0.445504705	0	0	2.222022141
XCL2	0	21.85335081	14.95011005	0.350838688	0	0.908968796	1.411045064	0.016339684	14.80136226	0	14.84943966	0	0.426894686	0.056693424	0	0	0
LINC00092	0.982877777	11.78127376	1.845879106	1.39200068	3.712249395	0.471264961	1.658332639	1.566163211	4.672570649	0.345764726	6.258198893	0.690568925	1.181742074	0.361537246	1.829482427	0.701558331	0.601949034
RGS17	0.54736323	3.725999132	1.106919372	0.373159703	0.269207681	0.324848726	0.867764758	0.170378119	1.869162144	0.276309226	1.220881105	0.297596853	0.553132376	0.388778079	1.512118933	0.396860497	0.779439625
SLC1A7	0	13.53063495	6.372306589	0.074772422	0	0.168725731	0.801772955	0	2.528646281	0	9.987867923	0	0.344913305	0	0	0	0
LEXM	0	9.108131649	4.456320722	0.16963923	0.036422968	0	1.126861404	0.175741237	0.869346174	0	7.76019376	0	0.029776116	0.037949231	0	0	0.891942324
COLGALT2	0	13.2169903	5.000079814	0.009962169	0	0	1.795115795	0.508290053	2.432045804	0	5.399291231	3.935410033	0.48453829	0.101447989	0.801652427	0.263964175	0
DTHD1	0	49.83866346	21.36884756	0.533677584	0.076211689	0.44968282	3.439366253	6.455357109	41.78628847	0.107514261	37.99718809	0.017328251	0.676922759	0.075804531	0	0	0
GNPTAB	36.26818164	152.7060931	48.22254554	20.65792723	19.92471749	35.13659342	29.46504618	19.90012595	40.12550004	4.178736218	89.49393114	34.48095049	43.08548786	28.32455145	139.7027155	56.46890231	84.03560415
TOGARAM2	4.762578375	28.72826896	15.17282717	1.999393567	0.741482493	1.07214475	4.443366495	5.200999717	14.25242183	0.77163803	24.72583063	1.008388572	2.574436815	1.057548712	11.6613302	1.562141082	1.953675077
RHOBTB3	5.503707143	16.30314237	3.924115108	4.207451123	1.024908407	1.120588589	2.777695424	3.675193643	4.45650708	1.630900398	3.317006756	2.181896223	6.594764256	2.510721903	14.93412322	8.420225983	17.38485527
ZNF683	0	10.21915066	217.6451284	2.754468115	0.124145221	0.082439097	6.887697372	0.381166855	41.41381489	0	87.83070342	0.1099672	0.133067806	0.173441787	0	0.117523961	0
CD8A	0.077026224	86.69733513	1060.150765	15.23367731	436.8965374	1.09009262	22.91665615	441.0341095	51.93640545	0.284685402	121.6848052	0.169950051	3.259371724	1.22586179	1.143959687	0.208529787	1.422570761
KLRC4-KLRK1	0	121.6353599	183.8275856	2.366913051	96.70843435	0.847273418	5.045266231	15.6667802	167.9134864	0.098230525	203.7643494	0	3.253131531	1.585044414	0.786096307	4.98871788	0
TNIP3	1.998379125	2.965328793	7.711496017	1.817924888	1.429753728	0.936155983	2.637958393	3.030570232	12.25498128	0.52746639	9.531490478	0.859672521	0.761985168	0.678246801	2.988155255	0.701572184	2.375706217
STYK1	0.028686029	5.662887852	6.795961018	0.124601319	0.347724857	0.033691475	0.113512405	0.175385746	2.826404626	0	4.321068926	0.054282817	0.014980914	0	0	0.380547647	0
TRAV24	0	0	53.80089717	33.24119137	31.42703552	0	42.08005873	0.557827047	2.649927005	0	0	0	0	0	0	0	0
TRAV19	0	0	62.28252133	30.51857825	29.10002285	0	35.81025236	6.623464977	3.574511322	0	1.448984944	0	0	0	0	0	0
TRBV9	0	0	185.5662823	109.5904302	93.04992059	0	112.0646039	41.21575861	16.45701702	0	0.603027578	0.203735882	0	0	0	0	0
TRAV5	0	0	130.6698388	64.33808705	56.3118359	0	89.76736473	46.68705119	23.06641368	0	0	0	0	0	0	0	0
TRAV12-2	0	0	109.6223915	66.77840663	69.29434666	0	95.75722677	6.327563103	7.344578293	0	0	0	0	0	0	0	0
HEATR9	0.572905072	9.76304934	7.741685737	0	0	0	1.984203755	4.576133566	8.908328041	0	9.196250028	0.234229103	0.211741551	0.008028799	0	0	0
LL22NC03-24A12.9	0	0.998745009	3.958447769	0	0	0.059959592	2.180822021	1.777377404	4.912023395	0	3.663623599	0	0	0.577636091	0	0	4.02439969
KLRK1	2.30538324	1350.99594	1132.057127	32.12675248	794.9812511	42.38184245	66.6336176	311.6286478	1384.009001	2.41520003	1159.868211	0.891898398	34.06117237	30.19845725	5.985203022	4.522846833	22.14348092
TRBV7-9	0	0.736388958	154.3153368	193.1371489	138.1896135	0	159.0109332	5.287333778	22.50484654	0	2.669287252	0	0	0.515835501	0	0	0
TRGV10	0	35.81853091	181.1260225	17.15669482	29.03069187	0.444184089	57.9931511	137.8777198	158.0133826	0.137238813	216.8589887	0	1.582513253	0.296166401	0	0.255874946	0.920502628
PDCD1	0.046196911	0.44402665	18.35498054	1.651381781	0.346542032	0	22.32348572	8.972427391	6.071471749	0	8.918768301	0	0.126164659	0.391357954	0.796969816	0	0
CCL5	8.109303569	874.1797054	1480.658613	41.41930245	16.0090097	24.46569492	262.9111938	680.7531092	1851.968005	5.198824513	1528.460444	23.9103629	35.4502112	16.98212889	32.41375833	5.625662479	13.6638767
MVB12B	9.551162776	5.658321577	12.51136469	2.0171458	7.592122712	1.65284221	5.905010075	11.86901009	11.36128167	0.274189425	11.71750183	0.535221617	4.262921028	0.661002445	49.32202605	1.569291574	0.267527169
PTPRM	3.431702094	26.78208886	49.8091751	18.49681053	2.550922299	1.668001993	32.68157828	8.929227616	8.93958697	0.829645131	24.58604683	1.682939919	3.436404535	1.856993841	7.134204252	31.53725899	5.641364151
PATL2	26.54153195	214.2776239	346.0407415	55.20914166	39.01810643	100.8288584	123.2825141	34.95349721	205.1424097	30.33647935	249.4045805	23.01890254	37.60185122	82.79364762	43.0452476	23.44561862	217.2528129
TRBV28	0	9.87169208	718.6207297	198.5664665	134.5908354	0.634048871	239.4989812	80.21899832	29.30746037	0	27.80439086	0	0	1.060141335	0	0	0
MIAT	0.443147194	33.29422478	78.70743882	3.075872479	9.138765113	1.039855104	77.01372344	16.62558442	57.71577919	0.42944728	71.48352666	0.261967236	2.508627362	17.68171225	1.343773021	0.5427897	23.8095074
ZNF80	0.10073425	2.78273266	5.100341135	0.155418156	0.61717562	0.302724072	2.513318338	0.995962977	2.685577246	0.037324878	8.078540724	0.309673553	0.070548871	0.759804266	0	0	0.10077863
MSC	2.169265462	3.483866284	15.4270586	1.036272361	0	0.099659336	7.693538738	5.028144225	3.248875778	0.018622729	17.95547907	0	1.296411246	4.943228691	1.971471325	8.993790916	24.06219578
RP11-1094M14.8	0	35.56372082	32.65835024	24.45733333	20.9921332	0.6702145	33.74537554	32.87472861	35.35778306	0	32.05565857	0	1.07186184	0.210251437	0	0	10.13255243
LINC01934	0.051388537	16.80529948	17.53773258	15.11206264	12.44917691	0.385917679	29.51917784	14.98425965	17.57395082	0.247765676	19.64689444	1.225624945	1.162841822	3.288811575	0.320893294	0.047377544	35.74449417
RP11-1094M14.5	0.286117087	21.06518125	17.92791004	9.921257546	9.439836685	0.321756072	21.02195152	16.15554151	16.6139661	0.286069747	17.41017419	0.367728251	0.994840722	0.304846807	1.116654089	0.478801786	2.809227797
SH2D1A	0.0357106	148.1069347	132.0118781	65.83546523	32.74648873	1.058506831	98.50000535	111.5027827	185.9057472	0.147587828	124.89421	0.736561852	3.448594716	1.61196147	0.525302897	0.063345121	0.735910581
ITGA1	6.627088293	5.75152071	6.490048709	4.596252872	1.04682438	1.281640409	6.55567928	7.942017641	18.77007284	2.560820078	7.015956051	4.217711937	1.398503936	0.853422133	2.328246628	0.826015862	1.638430791
TENM1	0.101634267	4.466380436	4.38387011	4.56178227	2.12436198	0.044236065	4.453211753	3.31282329	5.326256081	0.724992756	3.986023843	0.023257595	0.060824985	0.020047643	0.021635978	0	0.034712965
FYN	155.069998	538.2914906	519.71082	231.2780678	150.1957471	59.52809612	535.9819886	493.2466373	686.6044273	2.091059172	599.973583	12.88185884	186.6729067	44.05146068	639.8572874	50.6131324	43.36426817
SLAMF6	1.345935999	146.8544236	139.5953876	44.184695	39.54679327	100.3379286	105.0049176	62.82776765	105.7899415	1.77557746	156.7509495	8.810035658	6.88151816	91.56011885	1.531126316	5.969968489	167.4499816
RGS1	15.68512971	38.11836493	219.1270676	119.5307059	52.49373565	74.52112369	304.5262504	147.6712657	158.5968024	1.023660429	190.04923	77.35491852	54.62697825	86.33431415	2171.321981	381.1758074	703.1569337
CCR12P	0	0	0	12.29316979	3.753400875	0	0.913677476	0	0.429976564	0	0	0	0	0	0	0	0
SORCS3	0	0	0	1.788526936	0.15203059	0	0.214213382	0	0.169186053	0	0	0	0	0	0	0	0
LEF1-AS1	0.385797292	0.272319253	0.336886537	41.08932968	15.066594	0.189829237	6.361943528	0.100001485	2.796160187	0.174153417	1.987050045	0.263119448	0.428735284	0.375702086	1.67558945	0.202308437	0.849686235
GPRC5B	0	0	0	6.408246017	0.03096122	0	1.149339748	0	0	0	0	0	1.222897037	0	0	0	0
ADTRP	7.658300919	0.322205291	0.405864234	49.74166959	3.504800846	0.613351029	21.37351399	2.666080974	0.692677028	0.505447495	0.88894988	0.324086737	4.77202115	0.565577024	7.194708702	2.492135755	9.532491506
KRT73-AS1	0.29868367	1.088357448	0.554402302	11.69952756	8.050477011	0.112381845	2.079753451	0.132085502	0.662156609	0.085900209	0.877812403	0.154190999	0.245641408	0.117539344	0.214418462	0.199520064	0.128956623
NOG	0.446965004	0.278559206	0.053590106	16.14296754	7.092037288	0.160463193	3.058730661	0.084509826	1.321131354	0.359272795	0.314126427	0.153519853	0.264786477	0.173849026	0.835019553	0.237478279	0.445750422
PLLP	2.780556548	1.725264793	1.202751334	11.11577632	4.814233981	1.587338622	3.575072549	0.902563997	1.107753044	1.06286569	1.786151188	0.978123395	2.391790979	1.501062287	4.452131731	1.692572907	3.648338689
EDAR	0	0.011046871	0.007869694	17.3017898	6.757052212	0	4.827805722	0.0088029	2.028822811	0	0.195665639	0	0	0	0	0	0
ANKRD55	1.308563176	0.410404142	0.40497118	72.10673861	2.635637916	0.778130891	27.23720445	0.055427756	2.243931598	2.231901244	0.426769142	26.69424147	0.745141618	0.436997411	4.518049485	1.00801065	1.069238863
MMP28	0	0	0	11.0798411	7.929474203	0	0.837651775	0	0.738436158	0	0	0	0.641595135	0.261211411	0	0	0
CACHD1	0.393390028	0	0	3.595943594	2.411950442	0	0.385316532	0	0.265644372	0.171870866	0	0	0	0	1.581849753	0	0
FHIT	18.29099349	3.359621916	2.159042032	144.7499392	11.92923093	8.147725913	53.12942524	1.266352105	4.396751721	0.404082166	4.816430204	3.224569543	8.161857885	13.24367483	48.48019492	18.92598897	38.10347543
KRT73	0	10.69940713	3.257369783	19.77610756	14.80620098	0	3.482927911	0.411317492	1.227481848	0	6.112084244	0	0.039356665	0.08470202	0	0	0
RP11-161M6.2	0.503304408	0.858652372	0.637354925	16.00071239	9.622797427	1.138034482	5.706071058	0.665685127	2.075048811	0.74870935	1.034432085	1.064360425	1.008034135	1.001839845	4.6011122	1.489405091	1.710847246
EPHA1-AS1	4.654252679	0.740490131	0.674900062	24.2514503	17.0248414	0.192254241	6.837627007	0.382318415	1.867719265	2.935032612	0.521320483	1.082801528	3.461691321	0.514016498	23.27292303	2.57384966	1.227971147
MDS2	0.654306434	0.564685188	0.588709603	121.8731234	44.47300678	20.78396701	40.87083826	1.84380889	4.67087216	0.436682935	1.046118199	0.439620849	0.924153489	18.35955866	2.860769358	0.986551513	18.29629487
AK5	4.039338612	6.991721871	1.465488285	35.53952704	20.58303279	2.749445032	11.58787865	0.404026656	3.431498532	0.043272512	4.443741109	0.478104452	3.535133774	3.583675219	27.65005708	3.293447663	6.60466265
RP11-664D1.1	1.280611899	0.416906042	1.118438683	38.27982082	8.7995782	0.201950804	16.8705422	1.144601353	2.682988079	0.275427541	0.344827862	1.01658584	1.213213383	0.351995539	2.741062365	0.738324396	0
KRT72	0	16.09953285	2.800771381	23.67813256	14.51103779	0	3.611978729	0.925954986	0.948191168	0	5.354198144	0	0.786590986	0.053509607	0	0	0
TSHZ2	0.497801898	0.289871511	0.169750369	10.96139569	0.718891823	0.304055224	8.508038521	0.069883715	0.391590943	0.115130416	0.283955762	0.22349911	0.68460348	1.042013595	1.63582061	0.266666416	6.981434373
SSTR3	0	0	0.06831766	9.871742768	5.455753714	0.586280931	3.689200053	0.055278037	0.259813346	0.516257997	0	0.059507833	0.021862504	0.817569058	0	0	8.268620769
LINC01891	0	3.035409743	1.047598134	19.77941078	10.29732837	0.136019822	9.025210949	4.71651832	9.357076982	0	3.266394952	0	0.132490087	0.179968018	3.437776438	3.785291536	0
ZNF563	1.593985824	3.660442978	2.240459092	21.8201413	10.44619177	4.048043614	10.13102116	1.991974139	5.487037819	0.249387465	3.165215601	0.438901809	5.040186696	4.993597835	6.178473562	1.719861828	5.744568552
FAM153B	3.819808213	2.699850853	2.4810717	28.23591883	18.55869173	3.769521986	17.27275226	1.414474254	3.610407333	0.762000414	1.999618662	1.163506872	1.817207565	2.488727828	10.86903168	9.711412691	3.004396478
RP11-223C24.1	0	0	0.903658065	28.33446716	1.178115506	0	24.36202622	1.731045759	2.440224757	0	0	0	0.129649334	0	0.943348838	0.255874946	0
WNT7A	0.021733349	0.065934352	0.146878287	15.80620645	1.068098746	0.047519184	7.155124387	0.0470927	0.115497916	0	0.511697554	0.020919896	0.042657979	0.0248524	0	0.019032724	0.155661488
AC103563.9	0	0	0.16330874	15.94381632	8.667338687	0	7.5312665	0	0.162270461	0	0.802190958	0	0	0	0	0	0
TCEA3	0.90900876	0.185305752	0.70668976	35.74003298	23.11877446	0.064293446	20.12839574	0.589099309	2.993684042	0	2.532867231	0	1.203451931	0.074217094	42.55053946	2.925485491	0
MAN1C1	4.787645193	2.344281567	1.046382015	14.48586687	10.65667577	1.408488638	7.581733817	1.070804513	3.417158455	0.353937146	2.40535919	1.184744331	7.062105422	0.99989989	11.15530166	0.847807002	1.959629585
PDE9A	0.172576305	0.549995544	0.483805909	8.722262343	5.857335187	0.033351482	2.850961771	0.186759917	1.07400281	0	1.037049711	0	0.194742087	0	0	0.529428403	0
TIMD4	0	2.806966509	0.557365325	9.5570507	7.376930301	0	3.812349853	0.317346372	1.679870496	0	2.481107682	0	0.153759179	0.007890893	9.926166703	0	9.030611607
EPHX2	5.103956384	6.135812798	12.07490566	163.1897753	82.18960477	4.659573139	66.258767	8.985958071	22.84193568	1.843296597	19.09031459	2.612691835	2.829358201	7.127528565	12.62690108	3.080193944	34.78470575
ALS2CL	5.728099868	0.040842438	0.827722158	31.41655703	3.382875018	0.156733882	23.52538341	0.569216313	1.542413546	0.049685169	0.744074442	0.105089606	2.188981918	0.41016748	27.37021101	0.312861825	0.119233025
TSPAN6	0.32538415	0.346387233	0.40312714	6.602473989	3.582280788	0.347711277	2.585018919	1.522357637	0.472315265	0.220349101	0.511248625	0.379551767	0.35673722	0.315565887	0.788208118	0.497842811	0.597973719
PLEKHH2	0.956571395	0.588270919	0.844780807	5.529573217	1.835909072	0.669639832	1.582765614	0.549745923	1.294356773	0.261409403	0.665805428	0.290898757	0.809435881	0.907206713	1.963758785	1.079178495	0.296232733
IL6ST	141.5315354	13.2105336	18.15351395	451.8071967	190.1102058	27.5065705	201.9044121	15.72278744	33.73039823	7.486141955	22.58472024	9.528753536	37.94430535	12.50881951	105.3474938	106.064787	121.7063079
PIK3IP1-AS1	1.859541875	5.957175049	1.993232584	25.95594224	17.59988666	5.742858193	13.08040179	2.802772272	7.713281381	0.718267171	3.364542163	0.640653389	5.883068713	3.652755833	8.562065716	3.045892789	2.341727347
FAM134B	4.001083677	0.801849667	3.38286406	30.87282005	23.69778215	2.642695188	16.30192168	10.17106311	5.597802158	1.087800674	3.839414634	0.15083614	2.08810618	0.934232967	9.7568294	0.176722659	0.25958663
RP11-347I19.8	0.708300597	1.807636181	1.362236216	14.82757625	8.787915371	1.576247011	5.848927967	0.441443295	1.898160522	0	2.225966178	3.182472838	3.037005091	1.575449913	9.936709951	8.139978656	6.5522457
SARDH	1.472154815	1.304473107	0.603220444	9.446962918	2.39408612	0.602034668	7.047754948	0.40865456	1.169076782	0.847387859	0.601715633	0.257709864	1.340295593	0.41389364	2.158301085	0.629318077	0.757853884
RP11-730K11.1	0.363972686	4.123663257	0.716462652	15.79125604	5.910508114	0.569502591	7.847463604	3.222331991	0.661170671	1.69811632	3.281218525	1.408163678	0.760973501	0.441991843	0.721459108	1.152898499	0.846882288
AC069513.4	0.258027072	0.198603084	0.423084125	6.882480566	3.371514603	0.579803697	3.699054169	0.446187226	0.495333535	0.02582082	0.473678304	0.060952899	0.626501804	0.552559324	1.432546005	0.292903377	0.356093438
RP11-554I8.1	0	3.40171174	1.286901212	27.59133081	19.57227446	0	13.51595094	3.97958706	0.727630179	0	2.629537017	0	0	0	0	0	0
AC010468.2	0	0	3.920699095	34.29842024	21.01909144	0	16.78487459	5.980150325	9.378706907	0	1.654874831	0	0	0.473194563	0	0	0
TRABD2A	1.816458796	2.793231589	17.51823903	222.8819255	152.4361175	12.17158788	90.89777216	9.05455945	34.52670586	1.563158786	19.11214993	1.125335468	3.468027866	4.809209809	46.67003037	3.778043676	21.95578126
EPHB6	20.86215958	2.128398763	6.876710406	48.59997753	11.96655445	12.86582958	25.28263238	6.502370413	4.279343666	8.140716695	5.425689831	0.681965988	8.872874763	21.70259442	59.3975087	3.057581106	16.89539611
AC093642.4	0	0.864952213	1.091250995	25.37633119	13.27932948	1.317496359	17.13154069	2.729263528	2.494618049	0.330372111	2.614897737	0	0.380349225	0.837972328	5.294943139	1.414441914	0.560137281
PDK1	18.88549049	19.87265482	13.10467428	75.21437923	50.66761027	22.83239217	34.10242188	9.908291937	17.29681082	12.17061573	16.06423199	21.44760675	19.06730271	18.02967706	32.40102557	2.558670579	455.4788628
HSBP1L1	9.842317952	8.31964251	6.625267864	33.03558649	20.5629259	3.75275652	17.1946948	4.134616448	12.27207672	2.985942433	6.846784679	16.45615933	6.035895757	2.356905262	12.93999575	4.205849008	17.1233173
RFESD	2.195169154	4.961206078	4.043224785	18.61309199	4.707315787	1.240862299	9.735355629	5.433129459	4.918906031	0	4.880162003	0.073121832	1.485770679	2.437278938	2.081212605	6.368538036	16.92128968
RP11-15M15.1	0	0	0	1.523908049	0	0.033495911	1.287385626	0	0	0	0	0	0	0.236810367	0	0	0.281639312
GPA33	2.432848139	7.575945821	7.533361882	63.08516615	7.417997838	4.742734516	37.42598493	0.888271985	7.870082047	0	11.07844659	0.028922173	12.38025188	0.719224987	14.34314169	0	0
GIMAP3P	0.272506584	1.205599813	0.583607776	6.350554722	0.754113648	0	2.850984062	1.005693227	0.901710533	0	0.648997078	0	0.061222996	0	0	0	0
LINC01550	3.426900015	3.745879911	17.24851059	133.2460344	88.28166844	3.343537805	64.10491395	24.88944137	53.27904902	1.79308486	8.390448263	2.298748475	5.085329909	2.611585041	7.933623366	3.6122263	2.534733883
DBH-AS1	0	0.212906291	0.052710167	3.598825649	0.755780844	0	2.22924738	0.018357106	0	0	0.194239039	0	0	0	0	0	0
CTD-2666L21.1	0.142495802	6.639214712	0.238536268	9.03821041	2.575424214	1.763645571	1.718683491	0.461734358	1.898625567	0	2.435754425	0.272050597	0.092655602	2.282630397	0.168499913	0.576503422	0
RP1-187B23.1	1.000799273	0.456710184	0.274892008	6.55338489	1.806890274	0.227322036	2.59518798	0.553466993	0.986422989	0	0.506646952	0.697108791	1.001056695	0.076445192	0.867069797	0.173918711	0.33952391
ADPRM	15.53448579	8.32469249	13.7897124	72.10895457	43.57108047	37.58880529	41.93520223	10.77691186	22.00285609	4.492671699	17.81088087	12.09417628	20.72026618	17.37851736	58.29966865	14.54812911	32.8583545
LINC00243	1.598157699	6.490639272	5.410746236	29.019765	8.541532568	0.951744773	20.7644143	4.419953146	11.88320623	4.705719849	6.788997893	3.932542568	1.409091653	1.229495228	7.004743223	1.079708692	1.539403829
AXIN2	0.043202275	0.353982362	1.17272594	20.84432143	3.830719896	5.21917999	13.78585137	1.549698752	2.166177959	0	2.343846805	6.563707821	0	1.300518152	0	0.018989941	3.049946792
FLJ27354	8.948330161	1.875760132	7.440252766	26.38174826	12.17773954	6.757835371	15.04214348	5.218263186	6.652827981	0.069507515	4.911617041	0.845600704	6.410496227	5.725083729	42.56032886	7.479317416	34.17834345
